Title,Article,Category,PressCompany
"부산시, 26일부터 코로나19 백신 집중 접종기간 운영","코로나19 백신 집중접종기간 안내포스터(부산시청 제공)(부산=뉴스1) 손연우 기자 = 부산시는 설 명절을 앞두고 26일부터 2월 8일까지 코로나19 백신 집중 접종기간을 운영한다.집중 접종기간에 시는 설명절 맞춤 홍보물(안내문, 카드뉴스, 현수막 등)을 구·군에 배포해 65세 이상, 감염취약시설 입소·입원자 등 고위험군의 예방접종을 독려한다.요양시설 등 감염취약시설 입원·입소자 접종을 위한 보호자의 동의 서명이 어려운 경우 유선 또는 문자로 동의를 받아 접종받을 수 있도록 예진표 작성을 간소화한다.질병관리청에 따르면 최근 전국적으로 코로나19 양성자 수가 증가하고 있고 타시도 일부 감염취약시설에서의 코로나19 집단감염이 발생하고 있다. 코로나19 확산 방지를 위해 요양병원·시설 등 감염취약시설 입원·입소자 등을 포함한 고위험군에서의 코로나19 신규백신 접종이 필요한 시점이다. 현재 접종에 활용되는 코로나19 백신은 유행 변이인 HK.3과 7주 연속 검출률 증가세인 JN.1에도 높은 중화항체 생성률을 보여 충분한 예방효과를 가지고 있다. 이소라 시 시민건강국장은 ""현재도 코로나19 감염자가 지속적으로 발생하고 있고, 감염 시 고령층의 중증·사망률도 매우 높다. 설 명절을 앞두고 나와 가족의 건강을 위해 좀 더 관심을 두고 코로나19 예방접종에 적극 참여해 주시길 바란다""고 당부했다.",사회,뉴스1
'동서화합' 상징 '달빛철도특별법' 국회 통과,"광주-대구 잇는 동서횡단철도...10개 지자체‧1800만 영호남인 삶 연결 강기정 광주광역시장이 25일 오후 시청 브리핑룸에서 달빛철도특별법 국회 본회의 통과에 따른 광주·대구 공동 환영문을 발표하고 있다.광주광역시 제공 【파이낸셜뉴스 광주=황태종 기자】광주와 대구를 잇는 동서횡단철도로, 영호남 10개 지자체 1800만명의 삶을 연결할 달빛철도 건설을 위한 특별법이 25일 국회 본회의를 통과해 사업 추진에 탄력을 받게 됐다.   강기정 광주광역시장과 홍준표 대구광역시장은 이와 관련해 이날 공동환영문을 내고 ""달빛철도특별법을 의결해 주신 국회에 감사드린다. 큰 숙제를 해낸 기쁨을 영호남 시도민과 함께 나누고 싶다""라며 크게 반겼다.   광주시에 따르면 '달빛철도 건설을 위한 특별법(달빛철도특별법)'이 이날 여야 합의로 국회 본회의를 통과했다.   '달빛철도특별법'의 주요 내용은 먼저, 광주광역시와 대구광역시를 연결하는 철도의 신속한 건설에 필요한 사항을 규정한다.   또 달빛철도 건설사업의 신속하고 원활한 추진을 위해 예비타당성조사를 면제할 수 있도록 특례를 규정한다.   이와 함께 달빛철도 역세권의 체계적인 개발을 위해 역세권 개발구역 지정 및 역세권개발사업 등을 추진할 수 있도록 한다.   달빛철도는 대구의 옛 이름인 달구벌과 광주를 뜻하는 빛고을의 앞자를 딴 것으로 광주와 대구를 잇는 총연장 198.8㎞의 동서횡단철도다. 광주송정역을 출발해 광주역~전남(담양)~전북(순창·남원·장수)~경남(함양·거창·합천)~경북(고령)~서대구역까지 오간다. 철도는 6개 시도와 10개 시군구를 지난다. 연관된 영호남 지역민만 1800만명에 달한다.   연구에 따르면 달빛철도 건설 사업은 약 7조3000억원의 생산 유발효과, 2조3000억원의 부가가치 유발효과, 3만8000여명의 고용 유발효과 기대된다.   광주시는 달빛철도특별법이 국회 본회의를 통과함에 따라 광주-대구 1시간대 반나절 생활권에 따른 인적·물적 교류가 촉진되고 영호남 화합과 상생발전을 도모할 수 있을 것으로 기대하고 있다.   특히 영호남 상생 발전, 지방 소멸 위기 극복, 국가 경쟁력 향상 등 국가적 편익 증대는 금전적으로 환산하기 어려울 정도로 가치가 크고, 달빛철도를 통해 지역거점 간 연결성을 강화하고, 영호남 산업벨트 기반을 마련하는 등 신남부 광역경제권을 구축할 것으로 전망한다.   강기정 광주시장은 ""광주와 대구를 1시간대에 연결하는 달빛철도는 광주와 대구를 포함한 10개 지자체와 1800만 시도민의 삶을 연결한다""면서 ""이는 지역 경제 활성화는 물론 철도 건설에 지역 건설업체가 참여하는 등 지역 발전이 촉진될 것""이라고 강조했다.   또 ""영호남 동서에 걸친 새로운 내륙권 광역관광벨트 구축을 통해 수도권 관광객 유치를 활성화하고, 수도권에 집중된 일자리와 대형 규모의 병원·문화·여가·쇼핑시설 등을 지방으로 분산시킬 수 있게 되며, 수도권 집중과 지방 소멸 위기 극복의 기회가 될 것""이라고 말했다.   강 시장은 끝으로 ""양 시는 1단계 하늘길(군공항)과 2단계 철길(달빛철도)에 이어 3단계 산업동맹의 길을 열어가겠다""면서 ""2030년 기차를 타고 광주에서 대구까지, 동해에서 서해까지 달릴 생각에 가슴이 벅차오른다. 달빛철도 조기 건설을 위해 신발 끈 고쳐 매고 사업이 차질 없이 진행되도록 최선을 다하겠다""라고 밝혔다.   한편 달빛철도는 영호남 지역민의 30년 숙원으로, 지난 1999년 국가기간교통망계획에 반영된 후 수많은 연구와 토론, 여론수렴의 결과물이다. 이후 2017년 제19대 대통령선거 영호남 상생협력 공약으로 채택됐고, 2021년 제4차 국가철도망 구축계획에 반영됐다.   특히 강기정 광주시장과 홍준표 대구시장이 지난 2022년 11월 25일 광주시청에서 만나 달빛고속철도 조기 착공 등을 담은 달빛동맹 강화협약을 체결하면서 속도를 내기 시작했다.   이어 강기정 시장은 지난해 4월 17일 전북 남원 지리산휴게소에서 홍준표 시장과 만나 달빛고속철도 예비타당성조사 면제 특별법 공동 추진 업무협약을 체결했다. 업무협약을 계기로 달빛고속철도 노선 내 6개 시·도인 광주·전남·전북·경남·경북·대구와 정치권이 협력해 달빛고속철도 조기 건설을 위한 특별법 제정을 추진키로 했다.   이후 지난해 8월 헌정 사상 가장 많은 261명의 국회의원이 '달빛철도특별법'을 발의하면서 이날 국회 본회의를 통과했다.",사회,파이낸셜뉴스
"서울교육청 “배현진 피습 학생, 선도 조치 취할 것”","“강남 모중학교 학생으로 확인…규정 의거 선도 조치”[이데일리 신하영 기자] 서울시교육청이 배현진 국민의힘 의원을 피습한 중학생에 대해 적절한 선도조치를 취하겠다고 밝혔다. 배현진 국민의힘 의원이 25일 서울 강남구 청담동 거리에서 신원이 밝혀지지 않은 행인으로부터 머리를 가격당했다. 배 의원은 둔기로 추정되는 물체에 맞았으며, 피를 흘려 순천향병원으로 옮겨졌다. 사진은 배현진 의원 피습관련 CCTV 화면. (사진=배현진 의원실 제공)서울교육청은 26일 “해당 학생은 강남구 소재 중학교 학생으로 확인됐다”며 “교육청과 학교는 수사 결과와 생활교육위원회의 규정에 의거, 적절한 선도조치를 취할 예정”이라고 밝혔다.해당 중학생 A군은 전날 배 의원의 머리를 돌로 여러차례 내려치는 테러를 가해 경찰에 체포됐다. 서울 강남경찰서는 A군을 보호자 입회 하에 조사한 뒤 이날 새벽 응급입원 조처했다. 응급입원은 정신질환자로 추정되는 사람 가운데 자신 또는 타인을 해할 위험이 있을 때 가능하다. 사정이 급박해 다른 방식으로 입원할 여유가 없는 경우 의사·경찰 동의 아래 의료 기관에 3일 이내 강제 입원시킬 수 있는 제도다.한편 이날 자신을 대치동 소재 한 중학교 전교회장이라고 밝힌 B군은 인스타그램을 통해 “가해 학생은 평소 정신적으로 문제가 있고 평소에도 일반 학생들을 스토킹하거나 콩알탄을 던지는 등 불미스러운 일을 많이 일으켰다”고 밝혔다.",사회,이데일리
"검찰, 탈주범 김길수 '도주 혐의' 기소...공범은 불기소 처분","특수 강도 혐의로 수감된 후 병원 치료를 받다 도주해 사흘 만에 붙잡힌 김길수가 재판에 넘겨졌습니다.서울중앙지방검찰청은 오늘(26일) 김길수를 도주 혐의로 불구속 기소했다고 밝혔습니다.김길수는 지난해 11월 4일 아침 경기도 안양시에 있는 병원에서 치료를 받던 중 감시가 소홀한 틈을 타 달아난 혐의를 받습니다.김길수는 지인과 가족 도움을 받아 수도권 곳곳을 돌아다니다가 도주 63시간 만에 붙잡혔는데, 검찰은 지인에 대해선 김길수 검거에 도움을 준 점을 참작해 불기소 처분했습니다.이와 별도로 검찰은 피해자에게 최루액 스프레이를 뿌리고 7억4000만 원을 빼앗아 달아난, 김길수의 특수강도 혐의에 징역 7년을 구형했습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
전남 표준지 공시지가 0.36% 올라,"[KBS 광주]전남 지역 표준지 공시지가가 전년보다 0.36% 상승한 것으로 나타났습니다.시군별 표준지 공시지가 상승률은 여수시 0.64%, 순천시 0.44%, 광양시 0.41% 순으로 나타났고, 완도군은 0.01%로 가장 낮았습니다.",사회,KBS
비상계단서 소화기 뿌려 인천 초 · 중학생 4명 피해,"20대 남성이 초등학생과 중학생들을 향해 소화기 분말을 뿌렸다는 신고가 접수돼 경찰이 수사에 나섰습니다.오늘(26일) 인천 논현경찰서에 따르면 25일 오후 4시 57분쯤 인천시 남동구 논현동 상가건물에서 ""누군가 소화기를 뿌리고 갔다""는 112 신고가 접수됐습니다.당시 초등학생 1명과 중학생 3명 등 4명은 건물 비상계단에 있다가 소화기 분말을 뒤집어쓴 것으로 확인됐습니다.이들은 모두 여학생으로 호흡 곤란과 피부 염증 증상을 호소해 병원에서 치료받고 있습니다.현장 폐쇄회로(CC)TV 영상에는 20대 남성 A 씨가 비상구 출입문을 연 뒤 5초가량 소화기를 분사하고 또 다른 20대 남성이 이를 촬영하는 모습이 담겼습니다.A 씨 등은 해당 건물에 입점한 가게 직원들로, 여학생들과는 서로 알지 못하는 사이로 파악됐습니다.이들은 ""비상구 쪽에서 연기가 나 소화기를 뿌렸다""며 ""학생들을 향해 뿌린 것은 아니다""라고 주장했습니다.경찰은 사건 현장 주변 폐쇄회로(CC)TV와 목격자 진술 등을 토대로 정확한 사건 경위를 조사 중입니다.경찰 관계자는 ""A 씨가 소화기를 뿌릴 만한 정당한 사유가 있었는지 확인하고 있다""며 ""아직 입건 전 조사(내사) 단계""라고 말했습니다.",사회,SBS
"차량 훔쳐 달아난 뒤 쫓기자 저항한 40대...경찰, 실탄 쏴 제압","차량을 훔쳐 도망치던 남성이 흉기를 들고 저항하다가 경찰의 실탄을 맞고 붙잡혔습니다.인천 강화경찰서는 40대 남성 A 씨를 현행범으로 체포했습니다.A 씨는 오늘(26일) 새벽 5시쯤, 경기 김포시 대곶면에서 흉기와 전기충격기를 들고 난동을 부리다 경찰관 2명을 다치게 한 혐의를 받습니다.앞서 어제(25일) 새벽 1시쯤에는 인천 남동구 주차장에서 1톤 화물차를 훔쳐 달아난 혐의도 받고 있습니다.A 씨는 차량을 훔쳐 경찰에게 쫓기다 붙잡힐 위기에 처하자 미리 준비한 흉기로 저항했고, 경찰은 A 씨의 다리 부위에 실탄을 쏴 제압했습니다.경찰은 A 씨가 치료를 마치는 대로 정확한 사건 경위를 조사할 계획입니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
'사법농단 정점' 양승태 전 대법원장 오늘 첫 선고,"[뉴스투데이]◀ 앵커 ▶양승태 전 대법원장 등 전직 최고위 법관들에 대한 이른바 사법농단 사건 1심 판결이 4년 11개월 만인 오늘 나옵니다.290번의 치열한 다툼 끝에 대법원장이 재판의 독립성을 침해했는지 판단하는 첫 판결입니다.나세웅 기자입니다.◀ 리포트 ▶지난 2017년 양승태 대법원이 법원 행정처 판사들을 동원해, 법원에 비판적인 판사들에게 인사 불이익을 줬다는 의혹이 불거졌습니다.법원은 세 차례 자체 조사에 나섰지만, 판사들의 반발은 잦아들지 않았고, 이듬해 검찰 수사가 시작됐습니다.윤석열 서울중앙지검장이 지휘한 한동훈 수사팀장은 대대적 수사 끝에 2019년 양승태 전 원장을 구속 기소했습니다.헌정사상 최초로 전직 대법원장을 형사 법정 피고인석에 세운 겁니다.숙원 사업이던 상고 법원 도입을 추진하면서 박근혜 정부의 협조를 받기 위해, 정권 입장에 맞춰 재판 심리에 관여했다는 게 검찰 판단이었습니다.심지어 일제 강제동원 피해자 배상 소송을 미루고, 판결을 뒤집으려 했다고 봤습니다.세월호에 대한 칼럼을 쓴 판사를 관리하고 진보 성향의 법관 모임을 해체하려고 시도한 것으로도 조사됐습니다.검찰이 공소장에 적시한 범죄 사실만 47개.핵심은 재판 개입 행위가 있었는지, 직권남용죄로 처벌할 수 있는지 여부입니다.양 전 원장은 ""공소장은 한 편의 소설""이라며 ""사법부에 대한 정치세력의 엄혹한 공격이 이 사건의 배경""이라고 주장해 왔습니다.반면 검찰은 ""재판 독립이 파괴됐다""며 양 전 원장에 징역 7년을, 함께 재판을 받아온 박병대, 고영한 전 대법관에게 징역 5년과 4년을 구형했습니다.최고 법률 전문가들인 전직 대법원장과 대법관들이 재판 절차를 철저히 따지면서, 오늘 1심 판결까지 4년 11달이나 걸렸고 그사이 재판은 무려 2백90차례 열렸습니다.MBC뉴스 나세웅입니다.MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보",사회,MBC
춘천시  설 맞아 2월1일부터 춘천사랑상품권 10% 특별할인,"춘천시청.(뉴스1 DB)(춘천=뉴스1) 한귀섭 기자 = 강원 춘천시가 설 명절을 맞아 2월1일부터 춘천사랑상품권을 10% 특별할인 판매한다고 26일 밝혔다.특별할인 판매는 월 발행액 50억원을 소진할 때까지 진행된다. 개인당 월 모바일 20만원, 종이 20만원으로 총 40만원까지 구매할 수 있다.판매처는 종이의 경우 지역농·축협, 새마을금고, 신협(만 14세 이상 본인 구매, 신분증 지참)이다. 모바일 춘천사랑상품권은 전용 애플리케이션 및 강원상품권, 농협 올원뱅크 등 한국간편결제진흥원 출연사 결제 애플리케이션 24개를 이용해 구매하면 된다.다만 연 매출 30억원을 초과하는 사업장에서는 상품권을 사용할 수 없다. 또 대형마트나 대형 병원 등 상품권 발행 취지에 맞지 않는 가맹점에서는 사용이 제한된다.사용 가능 가맹점은 춘천사랑상품권 사이트 및 모바일 상품권 애플리케이션에서 찾을 수 있다.시 관계자는 ""설맞이 특별할인을 통해 전통시장과 지역 상권을 살려 설 명절을 보내는 데 도움이 되길 바란다”고 말했다.한편 3월 이후 발행액 및 할인율은 추후 국비 지원계획이 확정된 후 변경될 예정이다.",사회,뉴스1
"윤희근 경찰청장 ""배현진 피습 전담팀 구성…배후유무 수사""","강남경찰서장 팀장 27명 수사팀국회의원 등 주요 인사 보호 강화윤희근 경찰청장이 8일 오전 국회에서 열린 행정안전위원회 전체회의에서 더불어민주당 이재명 대표 피습 관련 보고를 하고 있다. 연합뉴스[서울경제] 국민의힘 배현진 의원(서울 송파을)이 25일 오후 서울 강남구 신사동의 한 건물에서 괴한에게 습격 당하는 장면이 담긴 CCTV 화면을 배 의원실이 공개했다.연합뉴스배현진 국민의힘 의원 피습 사건이 발생한 가운데 경찰청이 전담 수사전담팀을 구성해 신속·엄정 수사에 나선다.윤희근 경찰청장은 26일 서울 강남경찰서장을 팀장으로 하는 27명 규모의 수사전담팀 설치를 서울경찰청에 지시했다.경찰청은 윤 청장이 “신속하고 엄정하게 사건의 경위와 범행 동기, 배후 유무 등을 수사하고, 관련 가짜뉴스에 대해서도 적극 대응하도록 지시했다”고 밝혔다. 경찰청은 최근 정치인 피습사건이 잇따라 발생함에 따라 국회의원 등 주요 인사에 대한 신변보호도 강화하겠다고 밝혔다.현재 경찰은 국민의힘·더불어민주당 대표를 대상으로 '근접 신변보호팀'을 운영 중이다.이에 더해 이준석 개혁신당 대표, 이낙연 새로운미래 인재영입위원장에 대해서도 정당 측과 협의를 거쳐 신변보호팀 조기 배치를 검토하기로 했다.외부에 공개된 정당 행사에 대해서는 전국 36개 기동대를 '전담보호부대'로 지정하고 관할 경찰서 형사 등으로 구성된 '자체 신변보호팀'을 배치해 근접 안전 활동을 벌일 예정이다.아울러 경찰은 정당 측과 핫라인을 구축해 후보자별 유세 일정을 사전에 확인, 위험성 판단을 거쳐 적정 경력을 배치할 계획이다.거리 유세 등 위험도가 높은 경우에는 다목적 당직기동대 등 추가 경력을 충분히 배치하고 관할 경찰서장이 현장에 직접 나가 우발상황에 신속 대응한다. 또 거동 수상자에 대한 불심검문을 강화해 흉기 소지 여부를 확인하는 등 원거리부터 위해 요소를 차단한다.경찰은 자체 안전 확보 노력과 더불어 정당 측에서도 주요 인사 안전 활동이 병행될 수 있도록 협력체계를 강화하기로 했다.정당에서 요청할 경우 국회의원 비서관 등 근접거리 수행원에게 신변보호 수칙을 교육하는 등의 지원도 병행한다.",사회,서울경제
대구 표준지 공시지가 변동률 1.04%…군위군 4.14% 최고,"[헤럴드경제(대구)=김병진 기자]대구지역 표준지 공시지가가 지난해보다 1.04% 상승했다.25일 대구시에 따르면 국토교통부는 올해 1월 1일 기준 대구시 표준지 1만6천799필지 공시지가 평균 변동률을 이같이 공시했다.구·군별 변동률은 군위군이 4.14% 상승해 가장 많이 올랐으며 이어 수성구(2.03%), 중구(0.90%), 달서구(0.82%), 달성군(0.74%), 동구(0.64%), 북구(0.37%), 서구(0.26%), 남구(0.11%) 순이었다.군위군의 경우 다른 지역보다 상승폭이 다소 높은데 이는 대구시 편입에 따른 개발심리가 반영된 결과로 풀이된다.표준지 공시지가 전국 평균 변동률은 1.09%다. 이는 최근 10년 사이 가장 작은 변동 폭이다.대구지역 표준지 가운데 최고 지가는 중구 동성로2가 법무사회관으로 1㎡당 3912만원이다. 최저 지가는 달성군 가창면 정대리 야산으로 ㎡당 372원이다.표준지 공시지가는 부동산 공시지가 알리미 사이트와 시·군·구에서 열람할 수 있다. 이의신청은 오는 2월 23일까지다.국토교통부는 접수된 이의신청에 대해서 중앙부동산가격공시위원회 심의를 거쳐 오는 3월 14일에 조정 공시할 예정이다.허주영 대구시 도시주택국장은 ""정확한 토지특성조사 및 가격 산정을 통해 공정하고 객관적인 개별공시지가 결정을 위해 최선을 다하겠다""고 말했다.",사회,헤럴드경제
`달빛철도특별법` 본회의 통과…예타면제·사업적정성검토 등 절차 착수,"국회 본회의서 달빛철도특별법 처리고속철도 아닌 일반철도 건설키로[이데일리 이수빈 기자] 광주와 대구를 잇는 철도인 ‘달빛철도’를 건설하는 특별법이 25일 국회 본회의를 통과했다. 영·호남의 숙원이었던 달빛 철도는 헌정사상 최다 인원인 261명이 공동발의자로 참여하며 여야 합의를 통해 처리됐다.25일 오후 서울 여의도 국회에서 열린 제412회국회(임시회) 제1차 본회의에서 국회의원(이은주) 사직의 건이 가결되고 있다.(사진=뉴시스)국회는 이날 본회의를 열고 달빛철도특별법을 처리했다. 당초 법안 명칭은 ‘달빛 고속철도 특별법’이었으나 고속철도가 아닌 일반 철도를 추진하기로 합의하며 법안에서도 ‘고속’을 뺐다.달빛철도는 대구와 광주를 잇는 철도로 대구의 순우리말 명칭인 ‘달구벌’과 광주의 ‘빛고을’ 첫 글자를 따서 지었다. 광주 송정역을 출발해 광주역~전남(담양)~전북(순창·남원·장수)~경남(함양·거창·합천)~경북(고령)을 거쳐 서대구역까지 6개 시·도 10개 시·군·구를 지난다.여야는 대구·광주가 공동으로 추진하는 2038년 아시안게임 유치와 영·호남 동서 화합을 개통 명분으로 내세워 지난해 8월 달빛철도를 예비타당성조사 없이 추진하는 내용의 특별법을 발의했다.이를 두고 총선을 앞둔 포퓰리즘이라는 지적도 이어졌으나 영·호남 상호 간 화합과 교류에 기여할 것이란 주장에 힘입어 국회 국토교통위원회와 법제사법위원회를 거쳐 이날 본회의에서 처리됐다.달빛철도법이 본회의를 통과하면 올해부터 철도 착공을 위한 예타 면제, 사업적정성검토 등 사전 절차가 본격화할 전망이다.",사회,이데일리
[서울] 6만원대 대중교통 무제한 '기후동행카드' 내일부터 시범 운영,"서울시가 전국 최초로 선보이는 무제한 대중교통 정기권 '기후동행카드'가 내일(27일)부터 시범 운영됩니다.월 6만 원대로 서울 지하철과 버스, 공공자전거인 '따릉이'까지 대중교통을 마음껏 탈 수 있습니다.기후동행카드는 지난 23일부터 판매를 시작했으며 이틀간 누적 판매량은 10만 장을 돌파했습니다.기후동행카드는 서울시가 도입한 교통혁신 정책으로, 국내에서 통용되는 대중교통 관련 할인 상품의 성격과 혜택을 통합하고 시민 편익은 대폭 늘린 무제한 친환경 교통혁신 서비스입니다.이 카드는 우선 따릉이 이용 여부에 따라 6만2천 원권과 6만5천 원권 2종으로 출시됐습니다.구입 방법은 모바일카드와 실물카드로 나뉩니다.모바일 카드는 안드로이드폰 이용자를 대상으로 출시됐습니다.모바일티머니 앱을 내려받은 뒤 회원 가입을 하면 되는데 첫 메인 화면에서 기후동행카드를 선택해 계좌를 등록한 뒤 계좌이체 방식으로 충전한 후 이용하면 됩니다.모바일 교통카드 기능이 없는 아이폰 이용자는 실물카드를 이용해야 합니다.실물카드는 서울교통공사가 운영하는 지하철 1호선 서울역∼청량리역 구간, 서울 지역 2∼8호선 역사 고객안전실에서 현금 3천 원에 구매할 수 있습니다.구입 후 역사 내 충전단말기에서 현금 충전하면 됩니다.9호선은 역사 내 편의점에서, 신림선·우이신설선 등은 주변 편의점에서 현금과 신용카드로 구매할 수 있습니다.단 편의점에서는 충전서비스가 아직 지원되지 않습니다.모바일카드와 실물카드 모두 충전 후 충전일을 포함해 5일 이내에 사용 시작일을 지정하고, 30일 동안 이용할 수 있습니다.서울시는 또 '수도권 시민도 서울시민'이라는 오세훈 시장의 정책 기조에 따라 서비스 제공 지역을 지속해 확대할 방침입니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
"""국토부 사업 반대""‥원희룡 차 막아선 70대 집행유예","원희룡 전 국토부 장관 [자료사진]원희룡 전 국토부 장관이 탄 차를 막아세우고 원 전 장관을 위협한 혐의로 재판에 넘겨진 70대 남성에게 법원이 징역형의 집행유예를 선고했습니다. 서울서부지법 형사7단독 재판부는 지난해 2월 서울 동작구의 한 아파트에서 당시 원희룡 국토부 장관이 탄 관용차의 앞을 막아선 뒤 고함을 지르는 등 소란을 피운 혐의로 기소된 남성에게 징역 6개월에 집행유예 2년을 선고했습니다.  이 남성은 당시 국토부가 발표한 공공임대주택 사업에 반대하는 단체 회원으로, 신고를 받고 출동한 경찰에게도 고함을 치고 관용차 앞으로 쓰고 있던 헬멧을 집어 던지며 15분가량 소란을 피운 혐의를 받고 있습니다.  재판부는 ""공무원의 정당한 직무집행을 방해하고 국가 공권력을 경시했다""면서도 ""다만, 공공주택사업에 반대하는 토지 소유자 의견을 들어달라며 장관 면담을 요청하며 발생한 일인 점을 참작했다""고 설명했습니다.",사회,MBC
"경찰청장 ""배현진 피습 수사전담팀 설치…배후 유무도 수사""","한동훈·이재명 외 이준석·이낙연에 근접 신변보호팀 배치공개 정당행사엔 36개 기동대 '전담보호부대'로 투입윤희근 경찰청장.. 2023.11.13/뉴스1 ⓒ News1 김성진 기자(서울=뉴스1) 송상현 기자 = 경찰이 배현진 국민의힘 의원의 피습사건과 관련해 서울 강남서장을 중심으로 한 전담팀을 구성해 대응한다. 또한 당대표에 대한 근접 신변보호팀 배치를 국민의힘·더불어민주당 외에 다른 당으로도 확대한다.경찰청은 윤희근 청장이 서울경찰청에 수사전담팀을 설치하도록 지시했다고 26일 밝혔다. 윤 청장은 신속하고 엄정하게 사건의 경위와 범행 동기, 배후 유무 등을 수사하고 관련 가짜뉴스에 대해서도 적극 대응할 것을 강조했다.이에 서울경찰청은 강남서장을 팀장으로 하는 27명 규모의 전담팀을 구성했다.경찰은 최근 정치인 피습사건이 잇따라 발생한 만큼 국회의원 등 주요 인사에 대한 신변보호도 강화한다.현재 경찰은 한동훈 국민의힘 대표, 이재명 더불어민주당 대표에 한해 '근접 신변보호팀'을 운영하고 있다. 앞으론 이준석 개혁신당 대표, 이낙연 새로운미래 인재영입위원장도 정당 측과 협의를 거쳐 신변보호팀 조기 배치를 검토한다.외부에 공개된 정당 행사에는 전국 36개 기동대를 '전담보호부대'로 지정하고, 관할 경찰서 형사 등으로 구성된 '자체 신변보호팀'을 배치해 근접 안전 활동을 한다. 특히, 정당 측과 핫라인을 구축해 후보자별 유세 일정을 사전에 확인한 후 위험성 판단을 거쳐 적정 경찰력을 배치할 예정이다.거리 유세 등 위험도가 높은 경우에는 다목적 당직기동대 등 추가 경력을 충분히 배치하고, 관할 경찰서장이 현장에서 우발상황에 신속히 대응하기로 했다.거동 수상자에 대한 불심검문도 강화해 흉기 소지 여부를 확인하는 등 원거리에서부터 위해요소를 차단할 예정이다.경찰 관계자는 ""정당에서도 주요 인사 안전 활동이 병행될 수 있도록 협력체계를 강화하겠다""며 ""정당에서 요청할 경우, 국회의원 비서관 등 근접거리 수행원에게 신변 보호 수칙을 교육하겠다"" 말했다.",사회,뉴스1
"'유퀴즈' 수능 최고령 수험생 김정자 할머니, 숙명여대 합격","숙명여대 미래교육원 사회복지전공 신입생으로 입학김정자 할머니와 장윤금 숙명여대 총장 외 숙명여대 관계자들. /사진=숙명여자대학교 제공2024학년도 수능 최고령 수험생으로 tvN 예능 프로그램인 '유퀴즈 온 더 블럭'(이하 '유퀴즈')에 출연해 화제를 모았던 83세 김정자 할머니가 숙명여대 학생이 됐다.25일 숙명여대에 따르면 1941년생인 김 할머니는 2024학년도 숙명여대 미래교육원 사회복지전공 신입생으로 입학한다. 숙명여대는 김정자 할머니의 학업을 응원하는 의미에서 1년간 장학금을 지급하기로 했다.김 할머니는 여든에 가까운 나이부터 평생 학교에 다니며 한글부터 중·고등학교 학업 과정까지 수료한 만학도로, 2019년 '유퀴즈'에 출연하며 유명 인사가 됐다. 김 할머니는 지난해 수능에 응시하고선 ""손녀가 졸업한 숙명여대에 꼭 입학하고 싶다""는 소망을 밝힌 바 있다.장윤금 숙명여대 총장은 22일 입학을 앞둔 김 할머니를 학교 캠퍼스로 초청해 장학 증서와 명예 학생증을 전달했다. 숙명여대는 해외에 있는 손주들과 영어로 대화하고 싶다는 김 할머니의 목표를 돕기 위한 영어 교육도 지원할 계획이다.김 할머니는 ""건강이 허락할 때까지 연필을 놓지 않으려고 한다""며 공부를 향한 의지를 드러냈다. 그는 ""나이가 많아서 성적이 그리 좋지는 않을 것 같다""면서도 ""3월에 입학하면 더 공부를 열심히 할 생각이며, 자꾸 잊어버리겠지만 그래도 열심히 다닐 것""이라고 말했다.",사회,한국경제
