Title,Article,Category,PressCompany
"[글로벌D리포트] ""북, 몇 달 내 치명적 군사행동 가능성""","""북한이 향후 몇 달 안에 한국에 대해 치명적인 군사행동을 할 가능성이 있다.""미 뉴욕타임스는 복수의 당국자들을 인용해, 북한이 적대적 노선으로 대남 정책을 변경한 이후 도발 가능성에 대해 이렇게 전했습니다.당국자들은 김정은 북한 국무위원장의 최근 발언 수위가 한층 공격적으로 변했다는 점을 진지하게 받아들여야 한다고 경고했습니다.한반도에서 전면전이 터질 임박한 위험이 생긴 건 아니지만 북한이 지난 2010년 연평도 포격과 같은 타격을 감행할 수 있다는 겁니다.앞서 백악관도 북한의 이런 전쟁 위협이 행동으로 이어질 걸로 보느냔 질문에 심각하게 받아들여야 한다고 밝힌 바 있습니다.[존 커비/미 백악관 NSC 전략소통조정관 (지난 20일) : 핵 능력을 포함해 첨단 군사력을 계속 추구하고 있는 정권 책임자가 그런 표현을 쓰는 것은 심각하게 받아들여야 합니다.]대니얼 러셀 전 국무부 동아태차관보는 김 위원장이 연평도 포격을 넘어서는 공격을 할 의도가 있는 것 같아 보인다며 김 위원장이 충격적인 물리적 행동을 할 가능성에 대비해야 한다고 말했습니다.또 로버트 칼린 미들베리국제연구소 연구원은 김 위원장이 수십 년간 지속된 북미 관계 정상화 정책을 사실상 폐기했다면서 북한은 기습 공격을 선호할 것이라고 예측했습니다.앞서 김 위원장은 지난 15일 최고인민회의 시정연설에서 자주, 평화통일 같은 표현을 북한 헌법에서 삭제하고, 한국을 ""제1의 적대국"", ""불변의 주적""으로 간주하도록 교육한다는 내용을 반영해야 한다고 지시했습니다.(취재 : 남승모 / 영상취재 : 오정식 / 영상편집 : 김호진 / 제작 : 디지털뉴스편집부)",세계,SBS
"美당국, '비행 중 구멍' 보잉737기 운항재개 승인","승인한 검사 기준 통과하면 운항 재개 가능알래스카항공 등 보잉737맥스9 곧 운항 예정[서울=뉴시스] ﻿비행 중 동체에 구멍이 난 사고로 논란에 휩싸인 보잉737맥스9 기종에 대해 미국 연방항공청(FAA)이 운항 재개를 승인한 것으로 전해졌다. 사진은 지난 5일(현지시간) 미국 오리건주 포틀랜드에서 캘리포니아주 온타리오로 향하던 알래스카항공의 보잉737맥스9 항공기가 비행 중 창문이 깨지고 동체 일부가 뜯겨 나가는 사고가 발생해 비상착륙했을 당시의 모습. (사진=CNN 웹사이트 갈무리) *재배포 및 DB금지. 2024.1.25[서울=뉴시스] 최현호 기자 = 비행 중 동체에 구멍이 난 사고로 논란에 휩싸인 보잉737맥스9 기종에 대해 미국 연방항공청(FAA)이 운항 재개를 승인한 것으로 전해졌다.24일(현지시간) CNN비즈니스 등 외신에 따르면 이날 FAA는 운항 정지 상태였던 171대의 보잉737맥스9에 대한 일련의 검사 기준에 대해 승인했다면서, 이 기준을 통과하면 항공기를 운항할 수 있다고 밝혔다.FAA의 마이크 휘태커 국장은 성명을 통해 ""몇 주 간 우리 팀이 완료한 철저하고 강화된 검토를 통해 검사 및 유지 관리 단계를 진행해도 된다는 확신을 갖게 됐다""고 말했다.FAA가 승인한 검사 기준에 따라 보잉은 운항 정지된 항공기 171대의 도어플러그, 부속품 등 각각을 검사해야 한다. 도어플러그는 비상구를 낼 수 있는 부분을 막는 부품으로, 이번 사고의 주요 부분이다.다만 휘태커 국장은 ""사고는 다신 발생해선 안 된다""면서 ""분명히 말씀드리자면 이번 조치는 보잉이 평소처럼 사업을 재개하도록 하지는 않을 것이다. 품질 관리 문제가 해결될 때까지 보잉의 생산 확대 요청에 동의하지 않거나, 737맥스 라인업의 추가 생산 라인을 승인하지 않을 것""이라고 말했다.같은날 보잉은 성명을 통해 ""앞으로 FAA와 완전하고 투명하게 협력하고 FAA의 지시에 따라 보잉의 안전과 품질을 강화하기 위한 조치를 취할 것""이라고 밝혔다.운항 재개가 승인되면서 알래스카항공은 보잉737맥스9 항공기 한 대가 12시간의 검사를 거쳐 오는 26일 운항에 나설 것으로 예상된다고 밝혔다.유나이티드항공은 보유 중이던 보잉737맥스9 항공기 79대에 대한 복귀 승인을 FAA로부터 받은 것으로 전해졌다.앞서 알래스카항공의 보잉737맥스9 기종은 지난 5일 미국 오리건주 포틀랜드에서 이륙해 캘리포니아주 온타리오를 향해 비행하던 중 1만6000피트(약 4880m) 상공에서 창문이 깨지고 비상문과 동체 일부가 뜯겨나가 이륙 20분 만에 긴급 회항했다.당시 여객기에는 승객 174명과 승무원 6명이 탑승 중이었으며, 다행히 인명 피해는 발생하지 않았다.FAA는 다음날인 6일 미국 전체 항공사에서 사용 중인 보잉737맥스9 기종 170여 대의 운항을 금지하고 안전 관련 전수 조사를 주문했다.이후 유나이티드항공도 지난 8일 같은 기종을 정밀 조사한 결과, 기체 비상문 등에서 헐거운 볼트 등 유사 결함을 발견했다고 발표했다．",세계,뉴시스
"바이든, 삼성 거론하며 ""난 투자유치, 트럼프는 일자리 유출""","대선 경합주 위스콘신서 인프라 투자계획 발표하며 선거운동 인플레 그늘에 가린 경제치적 홍보하며 리턴매치 트럼프에 날 세워위스콘신주 방문해 연설하는 바이든 대통령[슈피리어 [미 위스콘신주] AFP=연합뉴스](워싱턴=연합뉴스) 조준형 특파원 = ""나는 한국 지도자에게 말했어요. 삼성이라는 회사가 있지 않느냐고. 컴퓨터 반도체를 많이 만드니 미국으로 왔으면 한다고(미국에 투자하면 좋겠다고) 했습니다. 그들(삼성)뿐 아니라 전체적으로 총 500억 달러(약 67조 원)가 여기 미국으로 유입돼 공장들을 지었습니다.""    사실상 대선 모드에 들어간 조 바이든 미국 대통령은 25일(현지시간) 대표적인 대선 경합주 중 하나인 위스콘신주 슈피리어에서 열린 인프라 투자계획 발표 및 바이드노믹스(바이든 행정부 경제정책) 홍보 행사에서 연설하면서 이같이 말했다.    반도체·과학법, 인플레이션 감축법(IRA) 등을 활용한 한국 반도체·배터리 기업들의 대미 투자 유치를 자신의 주요 경제 성과로 내세운 것이다.     공화당의 대선후보 경선이 초기 단계임에도 오는 11월 대선을 자신과 도널드 트럼프 전 대통령의 재대결로 직접 규정한 바이든 대통령은 이날 20여분 간의 연설에서 이처럼 자신의 경제 관련 치적을 홍보하는 한편 자신과 트럼프 전 대통령을 비교하며 트럼프 전 대통령을 공격했다. 위스콘신서 경제실적 홍보 연설하는 바이든(로이터=연합뉴스)   그는 자신이 중산층 강화를 통한 상향식 경제 정책을 편 반면에 트럼프 전 대통령은 부자 감세를 통한 '낙수식'(trickle down·대기업과 고수익자의 수익 증가에 따른 혜택이 중산층 이하에게 흘러가게 하는 것) 경제정책을 폈다고 대비했다.     그러면서 ""그는 좋은 임금의 일자리를 해외로 보냈다""며 ""임금 지출을 줄이고 제품을 수입하면서 미국의 일자리를 부정했다""고 몰아세웠다.     바이든 대통령은 또 ""미국 경제가 놀라운 속도로 성장하고 있다""면서 ""트럼프 행정부 때보다 경제 성장은 더욱 강건하다""고 주장했다.      그러면서 자신의 경제 성적표에서 취약점으로 거론되는 인플레이션에 대해서도 세계 주요 경제대국들 가운데 가장 낮은 수준이라고 말했다.     바이든 대통령은 또 미네소타와 위스콘신을 잇는 기존 교량(블래트닉교)을 대체할 새 교량을 건설하는 사업을 포함해 전국에 걸친 50억 달러(약 6조7천억 원)의 운송 프로젝트에 재정을 투입할 계획도 이날 공개했다.     결국 바이든 대통령은 경제 실적에 대한 유권자들의 표심이 자신과 트럼프 재대결의 승부를 가를 것이라는 판단을 하는 것으로 보인다.     특히 전문가 예상을 상회한 미국의 작년 경제성장률(2.5%)과 양호한 고용 실적에도 심한 인플레이션으로 인해 유권자들로부터 경제 정책에 대해 좋은 평가를 받지 못하고 있는 상황을 바꿔 보려 안간힘을 쓰는 형국이었다.       바이든 대통령이 이날 방문한 위스콘신주는 2020년 대선에서 도전자였던 자신이 트럼프 당시 대통령에 이기며 대선 승리에 결정적인 힘을 받았던 곳이다.    그는 전날 미국의 대표적 노동자 조직인 전미자동차노조(UAW) 행사에 참석해 UAW의 공식 지지를 확보한 데 이어 자신에 대한 지지를 유보해온 '집토끼'(전통적 지지층)에 대한 표단속과 지지 유도에 박차를 가하는 모습이다.     이런 가운데 바이든 행정부의 경제 사령탑격인 재닛 옐런 재무장관도 오는 26일 위스콘신주를 방문해 바이든 대통령의 경제 지적을 홍보하며 지원사격에 나선다.     옐런 장관은 이날 시카고에서 행한 연설에서 ""일부 예측가들은 작년 경기 침체가 불가피하다고 봤지만 바이든 대통령과 나는 그렇게 보지 않았다""며 ""지금 팬데믹 이전보다 훨씬 더 많은 재화와 서비스를 생산한다""고 말했다.     한편, 로이터통신과 입소스가 지난 22∼24일 실시해 이날 공개한 여론조사에 따르면 바이든 대통령은 트럼프 전 대통령과의 양자 및 다자 가상대결에서 각각 6% 포인트 차로 밀리는 것으로 나타나 '비상'이 걸린 상황이다. 바이든과 트럼프[AFP 연합뉴스 자료사진]    jhcho@yna.co.kr",세계,연합뉴스
"미일, 4월 정상회담…“한미일 협력도 의제”","기시다 후미오 일본 총리가 오는 4월 미국 워싱턴 D.C.를 국빈 방문합니다.존 커비 백악관 전략소통조정관은 조 바이든 미국 대통령 부부가 기시다 총리 부부를 초청해 4월 10일에 정상회담과 국빈 만찬을 할 예정이라고 밝혔습니다.커비 조정관은 미일 동맹을 포함해 인도·태평양 전역의 동맹국과 협력을 더 강화하기 위한 일정이 될 것이며, 한미일 3국 협력 방안도 주요 의제 중 하나가 될 것이라고 밝혔습니다.■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",세계,KBS
생각보다 견고한 美경기…금리 인하 시기 5월 이후로?,"美 작년 4분기 GDP 3.3%…시장 예상 웃돌아'조기 인하' 기대감 식어…""5월부터 인하 예상""미국 경제가 견고한 흐름을 보이면서, 시장에선 조기 기준금리 인하 기대감이 빠르게 식어가는 분위기다. ⓒ 로이터·연합지난해 4분기 미국의 경제성장률이 시장 전망치를 웃돌아 경기 연착륙 기대감을 키우고 있다. 이에 시장에선 3월로 예측했던 금리 인하 시점이 5월 이후로 밀리는 것 아니냐는 관측이 나온다.25일(현지 시각) 미 상무부는 지난해 4분기 국내총생산(GDP) 성장률이 3.3%, 개인소비지출(PCE) 물가지수가 전년 동기 대비 1.7% 올랐다고 밝혔다. 성장률은 시장 전망치였던 2%를 크게 웃돌았고, 물가지수도 연방준비제도(Fed‧연준)의 목표치인 2%를 밑돌았다.당초 연준의 급격한 긴축 정책으로 올해부터는 미국 경기가 부진할 수 있다는 우려가 나온 바 있다. 그러나 이날 발표된 수치상으로는 견고한 경제 성장 흐름을 보였다. 이와 관련해 현지 언론은 ""연준의 금리 인상에도 경제 회복세가 지속하고 있음을 보여주는 것""이란 평가가 이어지고 있다.미국 경제가 생각보다 견고한 흐름을 보이면서, 시장에선 기준금리 조기 인하 기대감이 빠르게 식어가는 분위기다. 높은 수준의 금리를 유지해도 경기가 탄탄한 흐름을 보였기 때문에 연준으로선 인플레이션을 잡기 위해 서두를 필요가 없어졌다는 반응이다.시카고상품거래소(CME) 페드워치에 따르면, 시장이 보는 연준의 오는 3월 금리 인하 가능성은 지난해 12월 75%대에서 50% 아래로 떨어진 상태다. 반면 5월 인하 기대감은 한 달 전 11%에서 현재 50%로 크게 뛰었다.이와 관련해 로이터는 ""미 경제가 보여준 강력한 경제 성과는 금리 인하 시점으로 3월을 언급하기엔 너무 이르다는 것을 시사한다""면서 ""5월에 금리가 인하될 가능성이 높아졌다""고 설명했다.한편 연준은 오는 30~31일 1월 연방공개시장위원회(FOMC) 회의에서 금리를 결정한다.",세계,시사저널
"""10명 추첨해 3000만원씩 쏜다""…유명 유튜버 이벤트에 中 열광","미국 유튜버 미스터비스트가 중국 플랫폼 비리비리를 통해 현지 공식 서비스를 시작하며 '무료 복권' 이벤트를 전개했다. 사진 사우스차이나모닝포스트 캡처           미국 유명 유튜버 '미스터비스트'(MrBeast)가 중국에 상륙하면서 무작위로 10명을 추첨해 약 3000만원씩 증정하는 행사를 벌여 중국 네티즌의 관심이 뜨겁다.       26일 홍콩 사우스차이나모닝포스트(SCMP)에 따르면 미스터비스트는 지난 22일 중국판 유튜브로 불리는 비리비리(Bilibili)를 통해 중국 공식 서비스를 시작하면서 무작위로 10명을 뽑아 2만5000달러(약 3300만원)를 증정하는 이벤트를 진행하겠다고 밝혔다.       추첨 대상자는 현금 경품 이벤트 내용을 공유(리포스팅)하고 자신의 엑스(X·옛 트위터) 계정을 팔로우하는 이들이라고 알렸다.       중국에서는 가상사설망(VPN)을 이용하지 않으면 엑스에 접속할 수 없음에도 이 경품 소식은 '무료 복권'이라 불리며 현지 소셜미디어 웨이보에서 빠르게 퍼져나갔다.       한국시간으로 26일 오전 3시 32분에 마감되는 이 행사는 지난 25일 오후 350만개 이상의 리포스팅과 210만개 이상의 '좋아요'를 기록했다.       본명이 지미 도널드슨인 미스터비스트는 세계적으로 구독자가 2억명이 넘으며, 순자산은 5억달러(약 6700억원)로 추산된다.       그는 넷플릭스 인기 한국 드라마 '오징어 게임'을 실제로 개최하는 등 호화스럽고 대담한 이벤트와 영상으로 화제를 모은다.       선한 영향력도 함께 전파하고 있다. 백내장으로 실명한 비보험 환자 1000명의 수술을 후원하는가 하면, 2000만 그루의 나무를 심는 등 다양한 자선 활동을 전개해왔다.",세계,중앙일보
이라크 주둔 미군 철수 협상 시작…가자 전쟁 뒤 ‘반미 감정’ 고조 여파,"25일 이라크 바그다드에 위치한 친이란 군사조직 하셰드 알샤비 부대 본부에서 전날 미국의 공습으로 사망한 병사의 장례식이 거행됐다. 장례식 동안 하셰드 알샤비 부대의 병사가 경계를 서고 있다. AFP 연합뉴스미국이 가자 전쟁 이후 ‘반미 감정’이 강해진 이라크에서 철군하는 일정을 정하기 위한 협상을 시작하기로 했다.로이드 오스틴 미 국방장관은 25일 성명을 내어 “미국과 이라크 정부는 며칠 내로 고등군사위원회(HMC) 실무 회의를 시작해 지난해 공동안보협력대화(JSCD)에서 약속한 절차를 개시할 것”이라고 밝혔다. 두 나라는 지난해 8월 미국이 주도하는 국제연합군의 주둔 일정을 정하는 고등군사위원회 창설에 합의한 바 있다.오스틴 장관은 “이 회담은 지난 여름 합의한 고등군사위원회의 일부”라며 이를 통해 “양국이 지속적인 양자 안보 파트너십으로 전환이 가능해질 것”이라고 밝혔다. 사브리나 싱 미 국방부 대변인은 이 회담에서 이라크에 주둔하고 있는 미군 병력 규모도 논의할 것이라고 밝혔다.이라크 외교부도 같은 날 성명을 내어 이번 회담은 “이라크 내 국제연합군의 주둔 기간을 명시하는 구체적이고 명확한 시간표를 수립하고, 이라크 영토에서 (연합군의) 점진적이고 신중한 감축을 시작해 궁극적으로 연합군의 임무가 종료되는 것을 목표로 한다”고 밝혔다. 에이피(AP) 통신은 이날 익명의 소식통을 인용해 양국 대표단이 27일 만나 회담 준비 절차를 시작한다고 전했다.2003년 이라크를 침공한 미국은 2011년 이곳에서 병력을 완전히 철수했다. 하지만, 이슬람국가(IS)가 중동 정세를 뒤흔드는 위협으로 떠오르자 2014년 80여개국과 국제연합군을 만들어 현재 2500여명의 미군을 주둔시키고 있다.상황이 급격히 변한 것은 지난해 10월7일 가자 전쟁이 시작된 뒤다. 이라크 내 친이란 무장세력은 가자 전쟁에서 이스라엘을 일방적으로 편드는 미국에 반발하며 미군 시설을 약 60회 이상 공격하고 있다. 그러자 이라크에선 미군이 이제 그만 철수해야 한다는 요구가 거세지고 있다. 지난해 8월 미 연합군 철수 협상이 시작됐지만, 친이란 무장세력의 공격이 이어지자 관련 논의가 급물살을 타는 모습이다. 미 국방부는 이 회담 개최가 지난해 처음 논의됐고 최근 공격과는 관련이 없다고 선을 그었다.이라크 정부는 5일 성명을 내어 미군 철수 추진을 공식화했다. 또 모하메드 시아 수다니 총리는 18일 스위스 다보스에서 열린 세계경제포럼(WEF)를 계기로 월스트리트저널과 인터뷰에 나서 미 연합군이 이라크에 주둔할 명분이 없다고 밝혔다. 나아가 이라크군이 남은 이슬람국가 세력과 맞설 수 있다며 “우리는 주권 국가이기 때문에 이러한 입장을 취하는 것은 당연한 일이며, 이것은 국민의 요청이고 이라크는 민주주의 국가”라고 강조했다.",세계,한겨레
“수첩에 대만 지도가 왜이래” 中공항 한국인 억류…당국 “경위 파악중”,"중국 세관이 한국인 입국자의 수첩 속 ‘대만’ 표시 지도를 문제 삼으며 억류한 것으로 알려져 외교부가 경위를 파악 중이다.외교부 당국자는 25일 기자들과 만나 “이런 사례는 처음 본다”면서 “주선양 총영사관에서 경위를 파악하겠다고 먼저 밝혔고 (외교부도)경위 파악 후 필요한 조치를 검토할 예정”이라고 말했다.앞서 전날 오전 인천공항에서 대한항공 여객기 편으로 중국 랴오닝성 선양 타오셴공항에 도착한 한국인 사업가 A 씨가 중국 세관에 억류됐다.연합뉴스에 따르면, 세관원들은 A 씨의 짐 가방을 열라고 요구한 뒤 다이어리를 꺼내 뒤적이더니 세계지도에 대만이 별도의 국가처럼 표시돼 있다며 문제 삼았다.해당 지도에는 대만이 굵은 글씨체로 ‘타이완’으로 적혀있고, 제1 도시 타이베이는 붉은색 글씨로 표기돼 있었다. 세관원들은 “대만을 독립된 국가로 오인할 수 있어 ‘하나의 중국’ 원칙에 위배된다”며 “조사해 봐야겠다”고 A 씨를 사무실로 데려갔다고 한다.  A 씨가 “다이어리에 부착된 지도를 어쩌란 말이냐?”고 항변했지만 막무가내로 억류했다는 설명이다.A 씨는 선양 교민들에게 전화로 도움을 청했고, 결국 한시간쯤 지난 뒤에야 풀려났다. 세관원들은 다이어리에서 지도를 뜯어낸 뒤 “귀국할 때 찾아가라”며 물품 보관증을 써줬다고 한다. 주선양 총영사관은 현재 경위를 파악 중이며, A 씨에 대한 중국 세관 당국의 조치가 과도한 것으로 확인되면 재발 방지를 요구한다는 방침이다.당국자는 “현지 공관에서 구체적 경위를 확인해야 어떤 일이 있었고 앞으로 그런 일이 재발되지 않도록 필요한 협조를 당부하는 절차가 이어질 것”이라고 전했다.",세계,동아일보
"기시다, 4월 미국서 바이든과 정상회담... 한미일 3국 협력도 의제","조 바이든 미국 대통령과 기시다 후미오 일본 총리가 아시아태평양경제협력체(APEC) 정상회의가 열리고 있는 미국 샌프란시스코에서 지난해 11월 16일 미·일 정상회담을 하고 있다. / 교도 연합뉴스										기시다 후미오 일본 총리가 오는 4월 미국을 국빈 자격으로 방문해 조 바이든 미국 대통령과 정상회담을 갖는다. 일본 총리의 미국 국빈 방문은 2015년 4월 당시 아베신조 총리 이후 9년만이다.일본 정부의 대변인인 하야시 요시마사 관방장관은 26일 “기시다 총리가 바이든 대통령의 초대를 받아 4월 10일 워싱턴DC에서 바이든 대통령과 일·미 정상회담을 갖고 국빈 공식 만찬에도 참석할 예정”이라고 말했다. 하야시 관방장관은 이어 “국제 사회가 여러 과제에 직면한 지금이야말로 일·미의 단단한 결속이 중요하다”며 “기시다 총리의 미국 공식 방문은 일·미 양국의 긴밀한 협력을 한층 심화하고 공고한 일·미 동맹을 세계에 보여준다는 데 큰 의의가 있다”고 말했다.같은날 카린 장 피에르 백악관 대변인은 성명에서 “기시다 총리의 방문은 미·일 동맹 파트너십의 지속적인 강인함과 일본에 대한 미국의 변함없는 (안보) 공약, 글로벌 리더로서의 일본의 역할을 보여줄 것”이라고 밝혔다. 존 커비 백악관 국자안전보장회의(NSC) 전략소통조정관은 “미·일 정상회담에선 인도·태평양 지역의 여러 위협과 도전에 대한 대응을 논의할 것”이며 “미국·일본·한국 3국의 협력도 의제가 될 것”이라고 말했다.",세계,조선일보
미국서 세계 최초 ‘질소 사형’ 디데이… 왜 논란됐나?,"세계 최초로 사형수에게 질소 가스를 마시게 해 사형을 집행하기로 한 미국 앨라배마주의 결정을 둘러싸고 논란이 커지고 있다.     로이터통신은 앨라배마 사법 당국이 25일(현지시각) 사형수 케네스 스미스(58)에게 질소 가스를 이용한 사형을 집행할 예정이라고 보도했다. 이는 사형수에게 마스크를 씌운 뒤 질소 가스를 주입해 저산소증으로 숨지게 하는 방식이다. 유럽 등에서 안락사에 사용된 적 있으나 사형 집행에 적용된 건 이번이 처음이다.         청부 살인 혐의로 사형을 선고받은 케네스 스미스(58) 앨라배마주 교정국 제공    앞서 스미스의 변호인은 주 사법 당국이 그를 ‘실험 쥐’ 삼아 검증되지 않은 사형 방식을 사용하려 한다며 집행 중지 가처분을 신청했다. 질소 투입 과정에서 사형수가 자신의 토사물에 질식하는 등 지나치게 고통스러운 죽음이 될 수 있다는 이유다.      그러나 연방 대법원과 하급 항소법원이 이를 모두 기각하면서 집행 당일 법원이나 주 정부의 개입이 있지 않은 한 사형은 이날 오후 6시쯤 집행될 예정이다. 스미스 측은 연방 항소법원에도 질소 가스 사형 집행을 막아 달라고 별도 요청한 상태다.     스미스는 1988년 한 목사에게 1000달러를 받고 그의 부인을 청부 살해한 혐의로 1996년 사형이 확정됐다. 그는 1년여 전 통상적인 약물 주입 방식으로 사형될 예정이었으나, 당일 주사를 위한 맥이 잡히지 않아 집행이 미뤄졌다. 주 사법 당국은 재집행을 결정하면서 약물이 아닌 질소 가스 주입 방식을 택했다.       앨라배마 사법 당국은 질소 가스를 통한 사형이 정맥 주사보다 고통이 적으며 더 인도적이라는 입장이다. 하지만 유엔 인권사무소는 질소 가스 사형에 대한 검증이 부족하다며 우려를 표명했다. 바티칸의 가톨릭 자선단체인 산테지디오는 “질소 사형을 집행하면 유럽 차원에서 앨라배마 보이콧 운동을 벌이겠다”고 경고했다.     미 사형정보센터(DPIC)에 따르면 가스를 통한 사형은 1999년을 마지막으로 미국에서 집행된 적이 없다. 당시에는 가스실에 맹독성 가스인 사이안화수소를 집어넣어 질식사를 유발했는데, 이 방식이 독일 나치 정권이 유대인을 학살한 방법과 동일하다는 비판이 일면서 자취를 감췄다. 2021년 일부 주에서 교도소 가스실을 재정비하고 있다는 보도가 나오기도 했으나 당시 실제 집행으로는 이어지지 않았다.",세계,세계일보
"美안보·中외교수장, 태국서 회담 예정…후티 문제 논의","이란 개입 차단 위한 중국 관여 논의 전망북한 도발 및 러시아와 군사협력 논의 주목[워싱턴=신화/뉴시스]제이크 설리번 미국 국가안보보좌관이 왕이 중국 외교부장 겸 공산당 정치국위원과 태국에서 만나 예멘 후티 반군의 홍해 상업용 선박 공격 문제를 논의할 예정이라고 미 월스트리트저널(WSJ)이 25일(현지시간) 보도했다. 사진은 설리번 보좌관과 왕 부장이 지난해 10월27일 미 워싱턴DC에서 회담하는 모습. 2024.01.26.[워싱턴=뉴시스] 이윤희 특파원 = 제이크 설리번 미국 국가안보보좌관이 왕이 중국 외교부장 겸 공산당 정치국위원과 태국에서 만나 예멘 후티 반군의 홍해 상업용 선박 공격 문제를 논의할 예정이라고 미 월스트리트저널(WSJ)이 25일(현지시간) 보도했다.설리번 보좌관과 왕 부장이 회담에 나서는 것은 지난해 10월 이후 약 석달 만이다. 당시 회담은 시진핑 중국 국가주석의 방미를 앞두고 왕 부장이 미 워싱턴DC를 찾으면서 이뤄졌다.이번 회담은 후티 반군에 지원을 지속하고 있는 이란에 중국이 압력을 행사하는 문제를 논의하기 위함으로 보인다.바이든 행정부는 이스라엘과 하마스간 무력 충돌이 발생한 이후 확전 방지를 위해 이란과 외교적 관계를 맺고 있는 중국이 역할을 해야한다고 주장해왔다.실제 중국은 이란과 대화에 나섰는데, 협의가 구체적으로 어느 단계인지는 미국 정부가 파악하지 못했으며 이란은 후티 반군에 지속적으로 무기를 제공했다고 신문은 전했다.설리번 보좌관은 왕 부장을 만나 이란과의 대화 상황을 공유받고, 후티 반군 문제의 대응책도 논의할 것으로 보인다.중국 정부도 후티 반군의 민간 선박 공격이 우려스럽다는 입장이다.왕원빈 중국 외교부 대변인은 전날 ""민간 선박에 대한 교란행위를 중단할 것을 요구하고, 관련자들이 홍해에서 불에 기름을 붓는 일을 피하고 법에 따라 홍해 항로 안전의 공동 수호를 촉구한다""고 밝혔다.한편 미중간 이번 고위급 만남에서 최근 북한의 지속적인 도발행위나, 북러 협력 심화에 대한 논의가 오고갈 지도 주목된다.특히 미국 정부는 북한과 러시아의 군사협력이 심화되는 것이 심히 우려된다는 입장을 거듭 밝혀왔다.또한 최근 대만 총통선거 이후 양안 문제를 둘러싼 긴장에 대해서도 논의가 이뤄질 전망이다．",세계,뉴시스
